num_rooms,floor,area_sqft,price
3,5,785.8,238500.0
3,20,753.5,423000.0
3,2,785.8,207000.0
3,5,785.8,252000.0
3,8,731.9,198000.0
3,11,731.9,252000.0
3,5,721.2,216000.0
3,5,882.6,270900.0
3,2,721.2,229500.0
3,2,721.2,209700.0
3,8,721.2,225000.0
3,5,721.2,220500.0
3,2,721.2,229500.0
3,5,721.2,259200.0
3,2,721.2,211500.0
3,8,721.2,241200.0
3,5,721.2,216000.0
3,5,947.2,288000.0
3,5,721.2,225000.0
3,2,721.2,225000.0
3,2,721.2,238500.0
3,11,721.2,270000.0
3,5,785.8,288000.0
3,11,721.2,229500.0
3,5,947.2,319500.0
3,5,721.2,243000.0
3,5,721.2,254700.0
3,2,721.2,220500.0
3,2,785.8,229500.0
3,8,807.3,277200.0
3,5,882.6,272250.0
3,2,731.9,225000.0
3,5,882.6,325800.0
3,5,882.6,306000.0
3,8,731.9,250200.0
3,8,721.2,252000.0
3,8,721.2,221490.0
3,8,731.9,220500.0
3,8,721.2,286200.0
3,2,721.2,200700.0
3,5,721.2,234000.0
3,2,882.6,274500.0
3,20,721.2,412999.2
3,11,721.2,380700.0
4,5,1054.9,333000.0
4,17,1044.1,643500.0
4,14,1011.8,594000.0
4,2,979.5,324000.0
4,11,990.3,344700.0
4,8,1001.0,344700.0
4,11,979.5,310500.0
4,2,1001.0,295200.0
4,5,990.3,324000.0
4,5,1065.6,324000.0
4,5,990.3,310500.0
4,2,990.3,333000.0
4,11,1065.6,406800.0
4,8,1054.9,450000.0
4,2,1054.9,391500.0
4,5,979.5,304200.0
4,5,990.3,351000.0
4,8,979.5,344700.0
4,11,979.5,346500.0
4,2,979.5,313200.0
4,2,979.5,315000.0
4,5,968.8,531720.0
4,2,979.5,340200.0
4,11,990.3,382500.0
4,11,1076.4,356400.0
4,8,968.8,459000.0
4,17,1022.6,523800.0
4,14,968.8,575100.0
4,17,968.8,651499.2000000001
5,2,1280.9,436500.0
5,2,1280.9,418500.0
5,11,1280.9,481500.0
5,17,1291.7,522000.0
5,8,1259.4,405000.0
5,2,1431.6,630000.0
5,11,1302.4,477000.0
5,11,1270.1,580500.0
5,17,1259.4,567000.0
5,29,1184.0,710100.0
5,8,1291.7,756000.0
5,11,1259.4,737820.0
3,11,731.9,256500.0
3,8,721.2,263700.0
3,5,721.2,234000.0
3,5,721.2,265500.0
3,8,882.6,279000.0
3,8,721.2,238500.0
3,14,882.6,298800.0
3,8,635.1,211500.0
3,11,645.8,225000.0
3,8,721.2,247500.0
3,11,635.1,241200.0
3,2,721.2,235800.0
3,8,635.1,213300.0
3,8,731.9,236700.0
3,2,635.1,203400.0
3,11,721.2,216900.0
3,5,731.9,220500.0
3,2,721.2,214200.0
3,5,882.6,277999.2
3,11,731.9,261000.0
3,11,721.2,256500.0
3,11,882.6,295200.0
3,2,721.2,225000.0
3,8,721.2,220500.0
3,5,753.5,247500.0
3,8,721.2,259200.0
3,8,731.9,252000.0
3,2,731.9,234000.0
3,5,731.9,250200.0
3,5,731.9,252000.0
3,8,731.9,270000.0
3,8,731.9,270000.0
3,14,699.7,225450.0
3,11,635.1,218700.0
3,11,699.7,244800.0
3,5,785.8,261000.0
3,8,785.8,252000.0
3,11,721.2,270000.0
3,14,721.2,252000.0
3,8,721.2,259200.0
3,14,699.7,262800.0
3,8,645.8,241200.0
4,14,990.3,355500.0
4,5,990.3,301500.0
4,11,979.5,331200.0
4,8,990.3,378000.0
4,11,979.5,319500.0
4,17,914.9,567000.0
4,8,990.3,358200.0
4,5,990.3,288000.0
4,8,990.3,351000.0
4,5,990.3,297000.0
4,11,990.3,292500.0
4,14,990.3,337500.0
4,14,936.5,646200.0
4,11,936.5,596700.0
4,14,936.5,603000.0
4,2,936.5,589500.0
4,5,1001.0,349200.0
4,11,979.5,360000.0
4,11,979.5,347850.0
4,5,1119.4,373500.0
4,2,958.0,342000.0
4,11,1054.9,360000.0
4,2,1119.4,364500.0
4,2,979.5,328500.0
4,11,1001.0,349200.0
4,11,1001.0,355500.0
4,5,1151.7,481500.0
4,8,1130.2,480420.0
4,14,1130.2,472500.0
4,2,968.8,304200.0
4,2,882.6,297000.0
4,8,882.6,283500.0
4,8,1130.2,437400.0
4,8,904.2,278100.0
4,11,979.5,315000.0
4,8,968.8,450000.0
4,8,1162.5,432000.0
4,14,1141.0,450000.0
5,20,1280.9,540000.0
5,26,1270.1,594000.0
5,17,1270.1,569700.0
5,5,1324.0,423000.0
5,5,1420.8,553500.0
5,11,1324.0,441000.0
5,2,1259.4,342000.0
5,8,1463.9,531000.0
5,11,1324.0,418500.0
5,14,1324.0,439200.0
5,5,1313.2,403200.0
5,11,1345.5,423000.0
5,8,1302.4,450000.0
5,14,1237.8,585000.0
5,23,1270.1,574200.0
5,14,1431.6,688500.0
5,20,1237.8,461520.0
5,5,1431.6,472500.0
5,5,1356.3,549000.0
5,8,1377.8,549000.0
5,23,1291.7,553500.0
3,5,688.9,348300.0
3,2,688.9,295200.0
3,2,721.2,335700.0
4,2,904.2,352800.0
4,5,1001.0,378000.0
4,5,904.2,432000.0
4,5,904.2,459000.0
4,8,893.4,424800.0
4,8,1119.4,432000.0
4,8,904.2,396000.0
4,8,904.2,459000.0
4,2,1119.4,531000.0
4,5,914.9,400500.0
4,2,1205.6,499500.0
4,5,1173.3,457200.0
4,11,1216.3,540000.0
4,14,1162.5,603000.0
4,8,1097.9,499500.0
4,5,1108.7,436500.0
4,29,1022.6,799999.2000000001
5,5,1302.4,621000.0
5,2,1302.4,585000.0
5,2,1302.4,604800.0
5,14,1302.4,636300.0
5,14,1302.4,576000.0
5,11,1410.1,702000.0
5,2,1313.2,616500.0
5,11,1496.2,720000.0
5,5,1431.6,628200.0
5,8,1302.4,621000.0
5,14,1291.7,774000.0
5,5,1324.0,621000.0
5,11,1345.5,630000.0
5,11,1345.5,621000.0
3,2,688.9,225000.0
3,2,688.9,211500.0
3,5,721.2,225000.0
3,2,721.2,216000.0
3,5,721.2,216000.0
3,8,721.2,259200.0
3,5,688.9,243000.0
3,2,731.9,234000.0
3,11,688.9,211500.0
3,2,645.8,220500.0
3,11,645.8,234000.0
3,5,688.9,234000.0
3,8,645.8,211500.0
3,5,785.8,253800.0
3,8,785.8,240300.0
3,11,785.8,235800.0
3,2,731.9,223200.0
3,5,785.8,225000.0
3,2,785.8,217800.0
4,8,1108.7,322200.0
4,5,1119.4,315720.0
4,2,1001.0,297000.0
4,14,1119.4,352800.0
4,8,979.5,315720.0
4,5,1162.5,346500.0
4,8,979.5,310500.0
4,8,1087.2,360000.0
4,2,904.2,293299.2
4,5,904.2,292500.0
4,5,1001.0,301500.0
4,5,904.2,299700.0
4,8,904.2,256500.0
4,5,904.2,274500.0
4,5,1108.7,292500.0
4,2,1011.8,279000.0
4,8,1011.8,292500.0
4,23,968.8,385200.0
4,8,1108.7,360000.0
4,5,1151.7,315000.0
4,2,1194.8,358200.0
4,5,1001.0,297000.0
4,5,1076.4,369000.0
4,8,1001.0,297000.0
4,2,1033.3,279000.0
4,5,1001.0,288900.0
5,5,1291.7,522000.0
5,11,1302.4,419400.0
5,8,1603.8,520650.0
5,5,1302.4,441000.0
5,5,1313.2,349200.0
5,23,1270.1,513000.0
5,26,1270.1,517500.0
5,11,1184.0,465300.0
5,23,1270.1,493200.0
5,2,1420.8,436500.0
5,26,1442.4,486000.0
2,11,376.7,184500.0
2,11,505.9,175500.0
2,8,505.9,364500.0
3,26,667.4,616500.0
3,23,667.4,630000.0
3,5,721.2,297000.0
3,5,742.7,531000.0
3,11,699.7,270000.0
3,8,818.1,268200.0
3,5,624.3,279900.0
3,2,624.3,238500.0
3,5,624.3,270000.0
3,17,645.8,473400.0
3,14,645.8,488700.0
3,29,667.4,529200.0
3,8,667.4,432000.0
3,35,667.4,540000.0
3,11,882.6,378000.0
3,2,699.7,279000.0
3,5,785.8,301500.0
3,11,635.1,239400.0
3,5,635.1,217800.0
3,14,731.9,517500.0
3,14,721.2,547999.2000000001
3,11,635.1,250200.0
3,5,947.2,486000.0
3,5,947.2,522000.0
3,2,947.2,526500.0
4,17,1001.0,907200.0
4,32,990.3,871200.0
4,14,1076.4,754200.0
4,11,968.8,693000.0
4,8,979.5,545400.0
4,2,1011.8,646200.0
4,5,1162.5,531000.0
4,2,968.8,529200.0
4,8,979.5,612000.0
4,2,914.9,576000.0
4,5,990.3,576000.0
4,17,1001.0,682200.0
4,17,1087.2,655999.2000000001
4,2,1076.4,560250.0
4,26,1076.4,729000.0
4,20,1076.4,711000.0
4,2,1054.9,414000.0
4,8,979.5,400500.0
5,5,1205.6,882000.0
5,17,1485.4,661500.0
5,14,1184.0,873000.0
5,26,1237.8,627199.2000000001
5,29,1184.0,799200.0
5,20,1237.8,729000.0
5,20,1237.8,792000.0
5,5,1227.1,742500.0
5,26,1184.0,742500.0
5,8,1313.2,565200.0
5,17,1237.8,761299.2000000001
5,8,1356.3,747000.0
5,23,1324.0,742500.0
5,8,1184.0,657000.0
5,26,1259.4,522000.0
2,14,505.9,207000.0
2,14,505.9,212220.0
3,2,785.8,225000.0
3,17,731.9,288000.0
3,5,731.9,283500.0
3,2,785.8,268200.0
3,5,785.8,256500.0
3,5,785.8,250200.0
3,5,785.8,254700.0
3,14,721.2,293400.0
3,14,721.2,292500.0
3,11,721.2,297000.0
3,14,721.2,301500.0
3,17,721.2,297000.0
3,17,721.2,294300.0
3,14,721.2,297000.0
4,8,1119.4,328500.0
4,2,1108.7,270000.0
4,8,1108.7,306000.0
4,8,1087.2,373500.0
4,14,1141.0,316800.0
4,8,904.2,270000.0
4,8,1087.2,306000.0
4,11,1119.4,310500.0
4,2,1119.4,279900.0
4,8,1119.4,310500.0
4,5,1076.4,410299.2
4,8,1108.7,306000.0
4,5,968.8,292500.0
4,14,1087.2,322200.0
4,23,1076.4,378000.0
4,17,1108.7,344700.0
4,8,1076.4,351000.0
4,14,1087.2,423000.0
4,20,968.8,391500.0
4,5,968.8,396000.0
4,8,968.8,445500.0
4,2,1119.4,279000.0
4,8,904.2,266400.0
4,11,1108.7,337500.0
4,20,1108.7,495000.0
4,2,1097.9,427500.0
4,5,1119.4,293850.0
4,8,904.2,288000.0
4,2,904.2,234000.0
4,11,1001.0,364500.0
4,11,1001.0,407700.0
4,11,990.3,405000.0
4,8,990.3,288000.0
4,14,1001.0,369000.0
4,5,1001.0,362700.0
4,5,990.3,337500.0
4,11,1001.0,396000.0
4,5,968.8,297000.0
4,14,990.3,373500.0
4,11,1001.0,385200.0
4,11,1001.0,369000.0
4,14,990.3,396000.0
4,5,968.8,290700.0
4,8,1001.0,378000.0
4,2,968.8,278100.0
4,14,1001.0,401220.0
4,8,990.3,310500.0
4,11,1001.0,398700.0
4,20,1001.0,432000.0
4,23,1065.6,463500.0
4,5,1001.0,396000.0
4,23,990.3,427500.0
4,8,990.3,405000.0
4,8,1001.0,370800.0
4,26,1001.0,432000.0
4,8,990.3,379800.0
4,14,990.3,436500.0
4,23,990.3,437839.2
4,5,1065.6,441000.0
4,26,968.8,378000.0
4,5,990.3,398700.0
5,8,1302.4,396000.0
5,2,1313.2,355500.0
5,20,1302.4,468000.0
5,2,1184.0,486000.0
5,8,1216.3,477000.0
5,5,1216.3,436500.0
5,5,1216.3,441000.0
5,14,1216.3,457999.2
5,17,1216.3,477000.0
5,14,1205.6,500299.2
5,5,1205.6,479700.0
5,29,1205.6,508500.0
5,23,1205.6,490500.0
5,29,1205.6,535500.0
5,2,1205.6,450000.0
5,8,1184.0,387000.0
3,8,818.1,432799.2
4,11,979.5,504052.2
4,11,1119.4,556200.0
5,8,1324.0,765000.0
3,8,807.3,331200.0
3,2,721.2,324000.0
3,8,721.2,333000.0
3,11,645.8,372600.0
3,5,775.0,337500.0
4,20,1022.6,862200.0
4,2,1087.2,418500.0
2,5,495.1,198000.0
2,5,505.9,190800.0
2,5,505.9,193500.0
3,14,721.2,279000.0
3,2,785.8,220500.0
3,5,785.8,225000.0
4,2,1119.4,274500.0
4,14,1108.7,317599.2
4,5,1108.7,306000.0
4,5,1119.4,292500.0
4,11,1119.4,310500.0
4,11,1141.0,328500.0
4,2,1119.4,279000.0
4,2,1162.5,349200.0
4,5,1141.0,319500.0
4,8,1130.2,292500.0
4,14,979.5,290959.2
4,2,968.8,279900.0
4,17,1108.7,292500.0
4,17,990.3,351000.0
4,14,1087.2,308700.0
4,8,1087.2,306000.0
4,23,968.8,293400.0
4,8,1108.7,315000.0
4,8,914.9,285300.0
4,2,925.7,270000.0
4,2,1130.2,279000.0
4,2,1108.7,292500.0
4,8,1119.4,290700.0
4,5,1227.1,333000.0
4,8,1194.8,306000.0
4,5,968.8,281700.0
4,11,1141.0,304200.0
4,11,990.3,396000.0
4,11,1173.3,315000.0
4,2,1097.9,272700.0
4,5,1119.4,283500.0
4,11,1119.4,290700.0
4,5,1141.0,259200.0
4,8,1119.4,286200.0
4,5,1141.0,315000.0
4,11,1065.6,283500.0
5,8,1356.3,378000.0
5,11,1356.3,401400.0
5,8,1280.9,351000.0
5,8,1259.4,360000.0
5,17,1184.0,340200.0
5,5,1324.0,351000.0
5,2,1184.0,306000.0
5,5,1184.0,324000.0
5,14,1334.7,378000.0
5,14,1184.0,306000.0
5,5,1313.2,387000.0
5,11,1313.2,376200.0
5,5,1194.8,317700.0
5,11,1431.6,463500.0
5,5,1302.4,381499.2
5,11,1442.4,447120.0
5,8,1334.7,369000.0
5,11,1367.0,362700.0
5,14,1453.1,382500.0
5,2,1388.5,351000.0
5,8,1431.6,421200.0
5,2,1302.4,439200.0
5,2,1431.6,376200.0
5,8,1410.1,450000.0
5,11,1313.2,432000.0
5,11,1280.9,328500.0
5,14,1280.9,322999.2
5,11,1442.4,400500.0
2,29,538.2,286200.0
3,5,721.2,291499.2
3,11,721.2,297799.2
3,5,721.2,315000.0
3,5,731.9,256500.0
3,2,721.2,283500.0
3,5,731.9,211500.0
3,8,721.2,229500.0
3,8,721.2,248400.0
4,5,1076.4,562500.0
4,5,990.3,367200.0
4,8,925.7,565200.0
4,23,1033.3,774000.0
4,20,979.5,634500.0
4,35,882.6,676800.0
4,32,882.6,694800.0
4,32,871.9,653400.0
4,26,871.9,711000.0
4,11,871.9,649800.0
4,11,861.1,644999.4
4,2,990.3,342000.0
4,5,1119.4,522000.0
4,14,1162.5,504000.0
4,2,1119.4,324000.0
4,5,979.5,306000.0
4,5,990.3,324000.0
4,8,893.4,290599.2
5,20,1345.5,612000.0
5,26,1302.4,805500.0
5,11,1248.6,900000.0
5,8,1302.4,504000.0
5,8,1302.4,448200.0
5,20,1270.1,540000.0
2,5,484.4,180000.0
2,8,495.1,166500.0
3,11,731.9,306000.0
3,8,649.1,193500.0
3,11,649.1,180000.0
3,8,649.1,190800.0
3,2,602.8,182700.0
3,5,559.7,184500.0
3,5,602.8,162000.0
3,8,602.8,202500.0
3,2,679.2,180000.0
3,8,624.3,190800.0
3,8,602.8,175500.0
3,2,602.8,197550.0
3,5,559.7,155700.0
3,8,635.1,207000.0
3,8,645.8,414900.0
3,2,710.4,234000.0
3,2,807.3,304200.0
3,8,818.1,319500.0
3,14,635.1,265500.0
3,8,667.4,263700.0
3,8,699.7,270000.0
3,2,688.9,297000.0
3,2,688.9,270000.0
4,14,990.3,414000.0
4,2,1087.2,468000.0
4,2,1097.9,603900.0
4,8,1194.8,601200.0
4,8,979.5,373500.0
4,11,979.5,391500.0
4,11,968.8,670500.0
4,11,914.9,585000.0
4,5,1162.5,412200.0
4,2,958.0,351000.0
4,2,904.2,304200.0
4,11,904.2,342000.0
4,11,904.2,342000.0
5,11,1302.4,567000.0
5,2,1324.0,378000.0
5,11,1291.7,594079.2000000001
5,8,1313.2,450000.0
5,5,1313.2,394200.0
3,5,731.9,274500.0
3,2,721.2,223200.0
3,8,721.2,211500.0
3,11,635.1,205200.0
3,11,635.1,198000.0
3,8,721.2,211500.0
3,8,635.1,187200.0
3,8,882.6,304200.0
3,11,796.5,261000.0
3,5,721.2,241200.0
3,2,764.2,237600.0
3,11,645.8,234000.0
3,11,645.8,234000.0
3,2,688.9,232200.0
3,5,742.7,242899.2
3,2,796.5,270000.0
3,8,688.9,241999.2
3,8,796.5,263700.0
3,8,796.5,243000.0
3,2,688.9,238500.0
3,11,721.2,423000.0
3,8,731.9,333900.0
3,11,731.9,337500.0
3,8,731.9,315000.0
3,20,721.2,349200.0
4,14,968.8,310500.0
4,8,968.8,308700.0
4,5,968.8,310500.0
4,8,1001.0,414000.0
4,8,1001.0,396000.0
4,2,1108.7,342000.0
4,11,1097.9,346500.0
4,5,1119.4,405000.0
4,5,1130.2,346500.0
4,2,1184.0,360000.0
4,8,1108.7,371700.0
4,2,979.5,278100.0
4,11,1001.0,313200.0
4,5,1022.6,277200.0
4,8,1001.0,328500.0
4,8,904.2,306000.0
4,11,1119.4,355500.0
4,5,904.2,292500.0
4,2,1065.6,279000.0
4,14,904.2,316800.0
4,2,1184.0,328500.0
4,11,904.2,324900.0
4,5,1076.4,343800.0
4,8,1054.9,486000.0
4,5,1119.4,324000.0
4,5,1141.0,315000.0
4,5,1119.4,342900.0
4,5,1076.4,341100.0
4,8,990.3,333000.0
4,11,1087.2,342000.0
4,11,1108.7,374299.2
4,5,990.3,364500.0
4,11,990.3,630000.0
4,14,990.3,468000.0
4,11,990.3,430200.0
4,2,990.3,405000.0
5,8,1442.4,594000.0
5,11,1302.4,495000.0
5,2,1302.4,445500.0
5,5,1248.6,441000.0
5,8,1302.4,405000.0
5,14,1237.8,571500.0
5,8,1248.6,585000.0
5,5,1302.4,445500.0
5,2,1463.9,472500.0
5,11,1259.4,454500.0
5,5,1302.4,423000.0
5,5,1291.7,434700.0
5,8,1248.6,427500.0
5,14,1302.4,432000.0
5,2,1302.4,409500.0
5,8,1248.6,385200.0
5,14,1291.7,480600.0
5,5,1420.8,450000.0
5,2,1205.6,486000.0
5,17,1205.6,747000.0
5,8,1205.6,558000.0
5,11,1237.8,607500.0
5,11,1237.8,622800.0
2,17,473.6,241200.0
3,11,721.2,243000.0
3,2,721.2,234000.0
3,11,764.2,259200.0
3,5,731.9,225000.0
3,5,721.2,241200.0
3,35,775.0,319500.0
3,5,721.2,198000.0
4,2,1119.4,297000.0
4,8,979.5,358200.0
4,8,1001.0,328500.0
4,5,1022.6,341100.0
4,5,1022.6,297000.0
4,2,1065.6,342000.0
4,2,1108.7,306000.0
4,11,1054.9,351000.0
4,8,1130.2,319500.0
4,11,1162.5,337500.0
4,2,893.4,265500.0
4,35,936.5,423000.0
4,8,1065.6,279000.0
4,5,990.3,319500.0
4,32,990.3,418500.0
4,20,1076.4,472500.0
4,5,1087.2,387000.0
5,23,1291.7,495000.0
5,11,1291.7,481500.0
5,17,1291.7,567000.0
5,8,1270.1,432000.0
5,2,1302.4,369000.0
5,5,1420.8,412200.0
5,14,1259.4,369000.0
5,2,1291.7,423000.0
2,2,505.9,198000.0
3,17,731.9,310500.0
3,17,731.9,316800.0
3,2,635.1,184500.0
3,11,635.1,189900.0
3,2,699.7,189000.0
3,20,699.7,216000.0
3,8,699.7,184500.0
3,8,699.7,198900.0
3,5,699.7,180000.0
3,5,721.2,198000.0
3,2,796.5,234000.0
3,2,796.5,225000.0
3,11,721.2,261000.0
3,8,785.8,243000.0
3,5,785.8,238500.0
3,17,721.2,383850.0
4,2,990.3,335700.0
4,5,1001.0,374400.0
4,2,1001.0,360000.0
4,14,1237.8,370800.0
4,8,1001.0,432000.0
4,5,1237.8,330300.0
4,14,1001.0,414000.0
4,11,1141.0,422100.0
4,11,1119.4,421200.0
4,2,1097.9,376200.0
4,8,1001.0,312300.0
4,2,968.8,270000.0
4,14,968.8,297000.0
4,11,979.5,288000.0
4,5,1108.7,334800.0
4,5,1119.4,279000.0
4,2,1108.7,277200.0
4,2,1173.3,275400.0
4,5,1108.7,297000.0
4,11,904.2,283500.0
4,11,1108.7,378000.0
4,2,1141.0,346500.0
4,14,914.9,342000.0
4,14,1076.4,351000.0
4,11,979.5,349200.0
4,2,1022.6,333000.0
4,8,1011.8,367200.0
4,8,925.7,342000.0
4,2,979.5,319500.0
4,2,914.9,315000.0
4,8,979.5,347400.0
4,5,968.8,316800.0
4,14,979.5,328500.0
4,14,1119.4,319500.0
4,8,1141.0,283500.0
4,5,1173.3,279000.0
4,5,1119.4,279000.0
4,2,1162.5,279000.0
4,8,1141.0,292500.0
4,8,1119.4,277200.0
4,2,1119.4,279000.0
4,2,1130.2,262800.0
4,2,1119.4,270000.0
4,5,1119.4,253800.0
4,11,1119.4,286200.0
4,5,1001.0,324000.0
4,17,1001.0,376200.0
4,2,1001.0,333000.0
4,2,1108.7,317700.0
4,5,1011.8,369000.0
4,2,990.3,373500.0
4,2,1011.8,319500.0
4,5,979.5,558000.0
4,23,979.5,580500.0
4,8,1001.0,393300.0
4,2,1001.0,334800.0
4,14,1033.3,342900.0
5,8,1205.6,454500.0
5,5,1205.6,441000.0
5,5,1302.4,317708.10000000003
5,5,1367.0,382500.0
5,5,1367.0,364500.0
5,8,1291.7,427500.0
5,8,1194.8,342799.2
5,11,1302.4,328500.0
5,2,1237.8,371520.0
5,8,1205.6,378799.2
5,17,1205.6,367200.0
5,5,1194.8,324900.0
5,8,1431.6,341100.0
5,5,1453.1,359998.2
5,2,1463.9,358200.0
5,5,1442.4,351000.0
5,11,1184.0,423000.0
5,14,1291.7,417600.0
5,14,1184.0,450000.0
5,14,1184.0,378000.0
5,2,1184.0,393120.0
5,11,1184.0,457200.0
5,14,1184.0,474199.2
5,5,1216.3,412200.0
5,2,1184.0,360000.0
5,17,1184.0,391500.0
5,8,1184.0,400500.0
5,5,1184.0,385999.2
5,2,1377.8,328500.0
5,5,1356.3,387000.0
5,8,1313.2,342000.0
5,11,1367.0,388800.0
5,2,1367.0,315000.0
5,2,1356.3,299700.0
5,2,1334.7,342000.0
5,8,1313.2,349200.0
5,2,1367.0,346500.0
5,8,1345.5,324000.0
5,2,1302.4,298800.0
5,8,1313.2,322200.0
5,5,1420.8,342000.0
5,8,1313.2,369000.0
5,17,1205.6,430200.0
5,17,1280.9,457200.0
5,20,1162.5,648000.0
5,11,1216.3,504000.0
5,5,1237.8,385999.2
5,11,1248.6,424800.0
3,2,731.9,288000.0
3,11,699.7,243000.0
3,11,678.1,256500.0
3,5,678.1,232200.0
3,2,731.9,277200.0
3,17,742.7,450000.0
3,8,699.7,243000.0
3,14,699.7,253800.0
3,2,721.2,325800.0
3,8,721.2,351000.0
3,8,602.8,193500.0
3,11,602.8,178200.0
3,2,1270.1,769500.0
3,2,871.9,648000.0
3,8,645.8,295200.0
3,8,678.1,319500.0
3,11,699.7,252000.0
3,14,710.4,274500.0
4,17,828.8,441000.0
4,5,1162.5,585000.0
4,5,968.8,554850.0
4,11,968.8,567000.0
4,8,990.3,414000.0
4,20,914.9,625500.0
4,2,1151.7,466200.0
4,14,968.8,643500.0
4,5,1108.7,441000.0
4,2,893.4,391500.0
4,8,882.6,317700.0
4,11,968.8,652500.0
4,11,947.2,395100.0
4,17,968.8,655200.0
4,8,979.5,328500.0
4,5,936.5,306000.0
4,14,936.5,306000.0
5,23,1313.2,636660.0
5,17,1302.4,675000.0
5,26,1259.4,508500.0
5,11,1410.1,675000.0
5,8,1496.2,598500.0
5,26,1130.2,621000.0
5,2,1334.7,504000.0
5,20,1270.1,612000.0
5,2,1270.1,495000.0
5,14,1227.1,433800.0
3,5,699.7,261000.0
3,8,731.9,295200.0
3,14,699.7,333000.0
3,2,699.7,268200.0
3,8,699.7,292500.0
3,5,699.7,301500.0
3,5,699.7,275400.0
4,5,947.2,427500.0
4,5,882.6,418500.0
4,5,947.2,427500.0
4,14,947.2,481500.0
2,11,505.9,252000.0
2,5,505.9,229500.0
3,8,731.9,335250.0
3,5,731.9,363600.0
3,5,731.9,331200.0
3,5,731.9,342000.0
3,8,731.9,342000.0
